Talks_Participation_19_20,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
More than 3,"['C#', 'TypeScript', 'Perl']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",['Full Cloud'],['I am maintaining my own project'],"['React.js', 'Spring Ecosystem', 'Laravel']",0 months,Startup,Less than 1 year,"['JavaScript', 'SQL', 'Python', 'Java', 'Bash/Shell/PowerShell', 'PHP', 'C', 'Go']",Li ja bismilah,For learning,"['Node.js', 'React Native']",Thinking of it.,10 000 - 13 000,Morocco,Female,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,"Engineer, data","['ASP.NET Core', 'Flask']",No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Java']",Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse', 'Other']",Yes,1603270761116,Every few months,More than 3,Yes,"['.NET', 'TensorFlow']",Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'How widely used or impactful my work output would be', 'Salary']",Student,"['Arabic', 'Amazigh', 'French', 'English', 'Others']",No,20 to 24 years
0,"['JavaScript', 'Python', 'Dart']",Yes,['Academic defined subjects (system)'],"['Full Cloud', 'Hybrid Cloud']",['I don’t have an account on Github (or alternatives).'],['Other'],0 months,Medium company,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'Python', 'Bash/Shell/PowerShell', 'Dart']",Li ja bismilah,For learning,['Other'],Thinking of it.,> 25 000,Europe,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",MacOS,"Engineer, data","['React.js', 'Django', 'Flask', 'Other']",No,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['SQL', 'Python']",Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Sublime', 'Atom']",I don’t know Facebook Developer circles,1603267267196,Every few months,0,Yes,"['React Native', 'Flutter']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,25 to 29 years
0,"['Python', 'TypeScript']",No,['Academic defined subjects (system)'],['Full Cloud'],['I am maintaining my own project'],"['React.js', 'Express', 'Laravel', 'Next']",More than 1 year,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'PHP']",Li ja bismilah,NO,['Node.js'],"No, I am not interested.",< 6 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts', 'Others']",Windows,"Developer, full-stack",['Gatsby'],Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +2,['VS Code'],Yes,1603647317073,Once a year,0,No,['React Native'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
0,['Go'],Yes,"['Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I am maintaining my own project'],"['React.js', 'Express', 'Vue.js', 'Laravel', 'Next']",0 months,Multinational company,1-3 years,"['JavaScript', 'Python']",Li ja bismilah,NO,"['Node.js', 'React Native']",Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack","['Next', 'Other']",No,We were doing remote before,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP']",Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +5,['VS Code'],Yes,1603261149244,Once a year,More than 3,Yes,"['Pandas', 'Keras', 'Apache Spark', 'Torch/PyTorch']",Neither satisfied nor dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
More than 3,['JavaScript'],Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",['Full Cloud'],['I am maintaining my own project'],['Other'],0 months,Freelance,Less than 1 year,['Java'],Li ja bismilah,For learning,['Node.js'],Yes more than 10 blog posts,15 000 - 20 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books']",Windows,Engineering manager,['React.js'],Both,,Enough to start,Often: 1-2 days per week or more,['Other'],Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,['VS Code'],Yes,1603214686396,Once every few years,More than 3,No,['Node.js'],Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,40 years and older
1 - 3 talks,['Other'],Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],"['Yes, few PRs in multiple projects']","['Express', 'Vue.js', 'Next']",Few months,Multinational company,1-3 years,"['JavaScript', 'Java']",Li ja bismilah,For profit,['Node.js'],Yes  less than 10 blog posts,20 000 - 25 000,Europe,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Linux-based,DevOps specialist,"['Django', 'Gatsby']",Both,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'Java']",Good,['Google it'],NO,Bac +5,['VS Code'],Yes,1603228277662,Every few months,1-3,Yes,['Terraform'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['HTML/CSS 😉', 'SQL', 'C', 'Dart']",No,"['Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I am maintaining my own project'],['Laravel'],,Multinational company,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'C', 'Dart']",Li ja bismilah,For learning,['Other'],Thinking of it.,,Morocco,Female,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, mobile",['Laravel'],Spoken,,Enough to start,Rarely: 1-2 days per year or less ,['SQL'],Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Eclipse', 'Sublime']",Yes,1603487605100,Every few months,0,Yes,['Other'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Student,"['Arabic', 'French', 'English', 'Others']",Yes,20 to 24 years
0,"['Python', 'Kotlin', 'Ruby', 'Perl', 'Other']",Yes,"['Students', 'Companies engagement with academia']","['Full Cloud', 'shared hosting', 'Not Sure']",['I am maintaining my own project'],"['jQuery', 'React.js', 'Angular', 'Spring Ecosystem', 'Angular.js', 'Laravel', 'Ruby on Rails', 'Symfony', 'Drupal']",0 months,Freelance,5-10 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'PHP']",Live/online events,For profit,"['Node.js', 'Unity 3D', 'Apache Spark']",Thinking of it.,13 000 - 15 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Company resources']",Windows,"Developer, back-end","['ASP.NET', 'Express', 'ASP.NET Core', 'Django', 'Flask', 'Ruby on Rails', 'Gatsby', 'Other']",No,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['VS Code', 'Netbeans']",I don’t know Facebook Developer circles,1603975672805,Once a year,0,Yes,"['Pandas', 'TensorFlow', 'React Native', 'Ansible', 'Terraform', 'Cordova', 'Xamarin', 'Torch/PyTorch']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'The industry that I’d be working in', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",Yes,30 to 34 years
0,"['JavaScript', 'HTML/CSS 😉', 'Python']",No,"['Academic defined subjects (system)', 'Companies engagement with academia']","['on-premise', 'shared hosting']","['Yes, few PRs in multiple projects']",['React.js'],0 months,Multinational company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'Python']",Li ja bismilah,For learning,"['Node.js', 'React Native']",Yes  less than 10 blog posts,13 000 - 15 000,Morocco,Male,Yes,"['Paid platforms', 'Official documentation', 'Blog posts', 'Others']",Windows,"Developer, front-end","['Vue.js', 'Gatsby', 'Next']",Spoken,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Other']",Excellent,"['Google it', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +5,['VS Code'],Yes,1603215787878,Once a year,0,Yes,"['Node.js', 'React Native']",Slightly dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
0,"['Python', 'Go']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",['shared hosting'],['I am maintaining my own project'],"['Spring Ecosystem', 'Angular.js']",0 months,Multinational company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java']",Li ja bismilah,For learning,['Other'],Thinking of it.,,Morocco,Female,,"['Books', 'Official documentation']",Windows,"Developer, back-end",['Vue.js'],No,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse']",Yes,1603265984983,Every few months,1-3,Yes,['Other'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
0,"['Bash/Shell/PowerShell', 'Kotlin', 'Assembly', 'VBA', 'Swift', 'Rust', 'Objective-C', 'Scala', 'Julia', 'Other']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Angular', 'Spring Ecosystem', 'Laravel', 'Other']",Few months,Startup,Less than 1 year,"['HTML/CSS 😉', 'Python', 'Java', 'TypeScript', 'C', 'R', 'Dart', 'Other']",Li ja bismilah,For learning,['Flutter'],Yes  less than 10 blog posts,,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts', 'Others']",Windows,"Developer, full-stack","['React.js', 'ASP.NET', 'Express', 'ASP.NET Core', 'Vue.js', 'Django', 'Ruby on Rails', 'Symfony', 'Gatsby', 'Drupal', 'Next', 'Other']",Both,,Not enough,,"['Java', 'TypeScript', 'Dart', 'Other']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse', 'Sublime']",I don’t know Facebook Developer circles,1603243354052,Every few months,1-3,Yes,"['Node.js', '.NET', 'TensorFlow', 'React Native', 'Unity 3D', 'Ansible', 'Terraform', 'Keras', 'Cordova', 'Xamarin', 'Apache Spark', 'Torch/PyTorch']",,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Looking for work,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['JavaScript', 'Python', 'TypeScript']",No,"['Academic defined subjects (system)', 'Companies engagement with academia']",['Full Cloud'],['I am maintaining my own project'],"['React.js', 'Other']",0 months,Multinational company,1-3 years,"['HTML/CSS 😉', 'SQL', 'Java']",Li ja bismilah,For learning,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Paid platforms']",Windows,"Developer, full-stack","['React.js', 'Angular', 'Vue.js']",Written/Read,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['SQL', 'Java']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.']",Yes,Bac +5,"['VS Code', 'Eclipse']",Yes,1603273412801,Once a year,1-3,Yes,"['Node.js', 'React Native', 'Flutter']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
1 - 3 talks,"['HTML/CSS 😉', 'PHP']",No,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Full Cloud'],"['Yes, few PRs in multiple projects']","['Vue.js', 'Laravel']",More than 1 year,Startup,5-10 years,"['JavaScript', 'HTML/CSS 😉', 'PHP']",Li ja bismilah,For learning,"['TensorFlow', 'Other']",Thinking of it.,> 25 000,Morocco,Male,No,"['YouTube', 'Official documentation']",MacOS,Senior executive/VP,"['Vue.js', 'Laravel']",Both,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,['Python'],Good,"['Google it', 'Stackoverflow']",Yes,Bac +8,['VS Code'],Yes,1603218077657,Once every few years,1-3,No,['Keras'],Slightly satisfied,"['Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,30 to 34 years
0,"['Python', 'Go', 'Kotlin', 'Swift', 'Dart']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Other'],0 months,Multinational company,5-10 years,"['Java', 'C#', 'PHP', 'C++', 'C']",In-person events?,For profit,['Other'],Yes more than 10 blog posts,20 000 - 25 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Linux-based,"Developer, back-end",['Other'],No,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['SQL', 'C++', 'C']",Bad,"['Google it', 'Call a coworker or friend']",NO,Bac +5,"['Vim', 'Other']",NO,1603999031136,Every few months,0,Yes,['Flutter'],Slightly satisfied,"['Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,30 to 34 years
0,"['C++', 'Go', 'Kotlin', 'Rust', 'Julia']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'on-premise', 'Hybrid Cloud']","['Yes, few PRs in multiple projects']",['Spring Ecosystem'],0 months,Multinational company,1-3 years,"['Python', 'Java', 'Bash/Shell/PowerShell', 'C', 'Go', 'Assembly', 'Rust']",Li ja bismilah,For learning,['Other'],Thinking of it.,> 25 000,Europe,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Others']",MacOS,"Developer, back-end",['Flask'],Spoken,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['SQL', 'Java', 'Bash/Shell/PowerShell']",Not Bad,"['Google it', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'Vim']",NO,1603809660931,Every few months,1-3,Yes,['Unity 3D'],Very dissatisfied,"['Office environment or company culture', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",Yes,25 to 29 years
